"Data Source","World Development Indicators",

"Last Updated Date","2023-05-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Djibouti","DJI","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.96655","59.99607","60.21239","60.27182","60.42653","60.67753","60.88685","61.06849","61.05898","61.15087","61.13903","60.96551","60.73957","60.51399","60.25205","59.83385","59.35164","58.76233","58.46478","58.04149","57.3947","56.86946","56.3413","55.68499","54.94428","54.20856","53.51548","52.64432","51.71825","52.22445","51.40976","",
"Dominica","DMA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.82838","10.73691","10.75482","9.82423","9.543081","9.329669","9.434599","9.697147","9.283019","9.121703","8.878721","8.873667","9.133314","8.773572","8.885833","9.054889","9.011903","9.169865","9.661393","9.150254","9.100425","9.272433","9.127816","8.970389","8.86676","8.788237","8.34042","8.136559","8.338727","8.523997","8.936493","",
"Dominican Republic","DOM","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.55878","44.27405","42.27769","39.77034","41.68951","41.87286","41.9807","42.19943","42.55696","42.92641","44.49513","45.29972","45.02454","44.11961","46.23758","45.62167","44.89764","47.12498","47.35724","47.50566","46.9481","45.88689","44.81313","44.82708","44.39803","43.07434","43.96533","43.36634","41.76808","42.80054","41.90409","",
"Algeria","DZA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.20111","38.28446","38.48556","38.70036","38.7645","38.74429","38.81124","38.69337","38.50457","38.20481","37.95043","36.54304","35.02799","34.2763","33.48732","33.11649","32.82964","32.69583","32.86463","32.8933","32.97218","31.9613","31.03448","31.20772","31.40818","31.55871","31.73116","31.88237","32.10817","31.02723","30.52589","",
"East Asia & Pacific (excluding high income)","EAP","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.6387776935077","69.6820389185354","69.4597631771355","69.1913481179494","68.7855722646146","68.2659763586479","67.6759333733319","67.5474668852098","67.2348240452665","66.7813282522604","65.9494586798689","65.4577263099152","64.9118435185036","63.8050880396575","62.7803554531119","61.7410801954519","60.5609052700175","59.4877260128332","58.3695912964468","57.1546481172891","55.848649103307","54.6408318133201","53.504945586588","52.5181351244432","51.2497808548305","50.3120558434975","49.490808476458","48.6552708177381","47.7976009155109","47.7990806051197","46.4512256334182","",
"Early-demographic dividend","EAR","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.5156194593253","69.4767153842136","69.492948115113","69.3179683689085","69.2885307852789","69.0662359328588","68.6722623035322","68.9408865164459","68.877793957703","68.8044701364562","68.4770147892684","68.208742015311","68.1569617218393","67.6559121380144","67.0050181938652","66.4261618066374","66.1140508795975","65.8412788285893","65.7406823153697","65.3262458784772","64.221145276588","62.9624221468834","62.1680002453192","61.5243463631501","60.6030545522625","59.8853791377653","59.8030951361695","59.2762841937573","59.0009074854395","59.6263815923166","59.2994030656452","",
"East Asia & Pacific","EAS","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.59980231748","64.5879622130376","64.3454538684972","64.0700405524974","63.6995585494894","63.2263046303425","62.7029103297765","62.7134980411161","62.4838329368149","62.0574596524818","61.2985880615869","60.8606589547272","60.3562583095432","59.3402037161614","58.3811271601607","57.3634015539728","56.2433105256001","55.2390547413267","54.230679861162","53.0651013798035","51.8697104076872","50.7707342864643","49.686161671497","48.7558216417343","47.5567294693865","46.6612947370454","45.8824153027148","45.0741359438078","44.2565738693238","44.1836184116169","42.9779745813561","",
"Europe & Central Asia (excluding high income)","ECA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8508453718153","19.0119157002939","19.4800375211003","20.6444400532304","21.2951715319448","21.7389554057","22.5553019265085","22.6882123539269","25.6733803134604","25.264394629147","24.7502973595574","24.1762488621351","23.9313982458898","23.7157838193551","23.6529296525194","23.2510609192391","22.6408460989058","22.327862772368","22.6282372956221","21.8424013002856","22.0145670859135","21.6144848037353","21.8020329766306","21.0134655664042","20.8859951516283","20.9195964067985","20.5582060457052","20.3205442387456","20.6066567372877","19.6618874266241","19.3395596495991","",
"Europe & Central Asia","ECS","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.6368341697307","18.9920836753867","19.2123026299655","19.7617083638241","20.0715874365199","20.1049028282692","20.4423338264944","20.3074874161421","21.4153219382339","21.0971779898276","20.8099607879352","20.2597105804375","20.1780226110987","19.9983791753902","19.8713300324148","19.580450107479","19.1959644701428","18.8729598027724","19.0321049255064","18.8652013182893","18.8465779751685","18.6967844168904","18.7010428061678","18.3188999796714","18.0651433954235","17.9237447972446","17.5944297807045","17.3374774669554","17.4038268622222","16.9602156862175","16.4133828899963","",
"Ecuador","ECU","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.5232","48.31453","47.75994","46.7014","46.64431","47.52223","45.84693","46.93302","47.58213","47.83307","48.17674","46.42485","44.91573","48.71598","46.59158","46.61801","45.6207","44.97803","45.55603","44.85359","46.49296","46.51342","45.1739","42.89373","44.84473","48.52607","49.29326","49.91267","51.22889","54.40623","54.84481","",
"Egypt, Arab Rep.","EGY","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.56165","44.43843","44.23088","43.60906","42.87632","41.48174","40.03423","40.24001","38.88097","40.05825","38.49663","39.81195","42.12743","43.51352","39.9999","38.19522","41.46927","39.98614","39.41428","37.79515","38.82628","37.51113","38.85912","39.17056","37.39927","30.13643","31.90505","31.23121","28.90007","27.52367","27.11923","",
"Euro area","EMU","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8417822061752","18.1011050748311","18.038349648616","18.2601270499948","18.2102518269484","18.0852104963663","17.9746638479133","17.7131898003996","17.2946735019986","16.8728583658459","16.7790205246627","16.595962226801","16.704265188911","16.8300849821694","16.6820161806263","16.5891234578148","16.3439648072557","16.0009876070737","15.9801190264226","16.0355990307152","15.8830443715865","15.8623643291428","15.8022337076373","15.7030161532516","15.4981126470121","15.2546757745112","14.919506279777","14.6799776367769","14.5831979909819","14.6123958231049","14.0705494867013","",
"Eritrea","ERI","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.39896","91.25044","90.95369","90.60268","90.40739","89.7762","89.11414","89.32026","89.29337","89.1407","88.5455","88.13226","88.76688","88.58399","88.41735","88.50792","88.31922","88.18087","88.41032","87.83833","87.16996","86.94703","87.3608","86.10218","86.83156","86.42502","87.06911","86.4","86.1785","87.27896","86.86921","",
"Spain","ESP","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.36181","25.36075","25.77829","25.88808","25.09193","24.704","23.62177","22.67746","21.4022","20.08298","19.91921","18.83549","18.10526","18.04968","18.00322","17.7104","17.50698","17.56986","16.8279","16.67994","16.39142","17.3044","17.85948","17.59318","17.28127","16.94092","16.48566","15.97032","15.67906","16.07162","15.89106","",
"Estonia","EST","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.813103","5.526923","7.4213","7.904407","9.014329","9.591008","7.841787","8.820718","8.86665","8.291416","7.408622","6.89393","8.55941","9.683747","7.999451","8.225395","9.152908","7.927487","8.390363","8.527591","8.724048","8.858706","9.138065","9.109724","9.422443","9.567352","10.20054","10.71393","10.99103","10.78712","10.46722","",
"Ethiopia","ETH","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.17645","90.48708","90.31697","90.3556","90.27515","89.99633","89.96274","90.21576","90.24242","90.48114","90.39437","90.65268","91.1722","91.08234","91.20711","90.93018","90.53491","90.23714","89.95271","89.45604","88.98","88.60477","88.18333","87.67024","87.10909","86.5742","86.03049","85.55173","85.09966","86.13718","85.62782","",
"European Union","EUU","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2371584249907","19.8855084455751","19.9601741149029","20.0359079849407","20.119265352933","19.9168289385297","19.9803753333787","19.7358886408651","19.4665179425567","19.2236371628122","19.0883625517638","18.4135940312316","18.3923651632436","18.1928018054667","17.9845482963244","17.6923182118824","17.3805941441275","17.0118803755038","17.0436687199249","17.2486435880976","17.0033350609319","16.9443953799143","16.7915165337724","16.614278780157","16.2647457208443","15.8829338726339","15.5634005185962","15.3002170534169","15.1528809668256","15.2482512651717","14.4141524854312","",
"Fragile and conflict affected situations","FCS","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.3909229869385","70.5914212315011","70.8118885296803","71.1827789942453","71.7767932999178","72.0914387675837","72.1044396028134","72.4428847318902","72.6298562769924","72.8839925179987","72.8575809186231","72.9968891281714","73.1154993807419","73.2220605122649","73.0992973998143","72.8728255434766","72.6180387522779","72.2025666253782","72.1302959235924","71.8407544707567","71.620015320251","71.3169379331183","71.3017346975629","70.9804464290742","70.8499418277593","70.7146854204696","70.8411156635005","70.9960597473745","71.0658133913972","72.4649245062042","72.4969834820011","",
"Finland","FIN","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.84916","16.2606","16.14803","16.0153","15.82082","16.60517","15.47492","14.58696","13.76741","13.52471","12.98046","12.86049","12.75645","12.46262","12.64898","12.87352","12.58112","12.80475","13.61466","13.39767","13.36787","13.57702","13.43836","14.00062","14.21845","14.03285","13.17775","13.20872","13.45764","13.43389","14.70925","",
"Fiji","FJI","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.48386","39.32767","39.26438","39.08463","38.97475","38.72037","38.8913","39.021","38.59088","38.78117","38.77024","38.61961","38.69188","38.31169","38.3811","39.35973","40.73882","42.10801","43.89207","45.38557","47.08699","45.08772","42.74657","40.23066","37.76832","35.41809","34.20851","33.09687","32.43462","33.69932","33.12373","",
"France","FRA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2612","15.07903","14.15334","14.10773","13.64966","13.21288","12.95253","12.48523","12.18189","11.41202","10.89938","10.77205","11.49357","11.03735","10.88145","11.36345","10.98417","10.56144","10.9475","11.49227","11.62867","11.44422","11.27246","11.60995","11.53503","11.76863","11.60752","11.64853","12.13253","12.40447","12.48543","",
"Faroe Islands","FRO","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.64306","50.8217","50.41159","48.86166","47.27975","45.75781","44.05523","42.60801","42.2463","41.54284","40.69169","39.97869","39.04636","38.1759","37.12084","36.60832","35.50456","35.0144","34.61664","33.91808","33.62293","33.53112","33.44452","33.44649","33.51785","33.70097","34.00875","34.31864","34.47321","34.20772","33.61562","",
"United Kingdom","GBR","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.63803","13.22979","13.09409","13.42414","13.4758","13.04162","12.96909","12.49635","12.61063","12.27102","12.19686","12.31474","12.82155","13.08997","12.99524","13.22898","13.38835","13.34168","13.59755","13.9892","14.18325","14.62574","14.59321","15.23474","14.98753","15.43665","15.36896","15.11054","15.56863","14.51707","14.31384","",
"Georgia","GEO","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.52864","49.39435","51.45579","53.37684","54.87254","55.61541","55.50092","55.72001","56.53401","61.66305","64.11165","64.33","65.87417","66.23168","65.42845","65.37913","63.30103","61.02591","60.38529","58.81118","58.09748","56.52843","57.40958","55.85616","53.64949","53.06668","51.63654","49.19335","49.7066","49.21891","48.16816","",
"Ghana","GHA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.17183","81.17165","81.14238","81.13744","81.10355","81.04082","80.96259","80.82581","80.66488","80.50337","80.2489","79.97106","79.65653","79.29636","78.92496","78.43721","78.1353","77.58047","77.23145","76.84834","76.66589","76.44078","76.24413","76.29707","76.37073","76.18034","75.65891","75.09453","74.41715","75.71558","75.04508","",
"Gibraltar","GIB","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.21411","93.32696","93.22459","93.32121","93.33321","93.26031","93.18382","93.2371","93.06081","93.02717","93.09486","92.86845","92.88611","92.95499","92.8437","92.85575","92.95374","92.74624","92.9055","92.87321","92.78805","92.72855","92.82757","92.79892","93.01953","92.56896","92.25318","92.63938","92.23424","92.81939","92.61062","",
"Gambia, The","GMB","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.35278","78.22236","78.05833","78.00502","77.93957","77.4805","77.64384","77.38491","77.04485","76.68679","76.14729","76.24635","75.82906","75.33699","75.5383","75.5956","75.54877","75.354","75.00272","74.56727","74.90916","74.57836","74.44823","74.45158","73.67416","73.10626","73.3812","73.32952","72.77346","74.94277","74.30064","",
"Guinea-Bissau","GNB","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.50009","82.6809","82.67867","82.556","82.39843","81.98401","81.13797","82.18179","82.50419","82.85029","82.75438","82.77268","82.84634","82.97891","83.00891","82.93441","82.92861","82.72826","82.68207","82.52849","82.16354","82.25818","82.02579","82.26678","82.21744","81.85747","81.50635","81.55815","81.43292","82.80038","82.32922","",
"Equatorial Guinea","GNQ","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.1749","94.22708","94.25893","94.29343","94.28975","94.15321","93.42776","92.76416","92.00208","91.28639","89.66974","88.43475","87.42746","85.64195","84.20513","83.45923","82.17687","80.59846","80.44112","81.3694","81.1407","80.63775","81.48811","81.90228","83.00736","84.11971","85.0713","85.99997","86.86018","87.77525","87.78598","",
"Greece","GRC","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.83134","47.39341","46.71849","46.73507","46.11219","45.71836","45.20663","43.5629","42.14888","41.95271","39.60913","38.93187","38.60302","36.23483","36.00148","36.03841","35.33826","35.01357","35.27298","35.60236","36.20625","36.64364","36.98949","35.96737","34.9563","34.09023","34.06968","33.48315","31.89719","31.85682","32.17109","",
"Grenada","GRD","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.06557","49.03548","49.01326","48.97709","48.86402","48.86696","48.82872","48.75","49.25378","49.86449","50.78535","51.64069","52.64301","52.04143","50.24653","48.35963","47.84844","47.40557","47.21068","46.96581","43.00686","47.24432","43.52246","40.7275","39.67817","37.64671","40.45687","40.58084","36.56079","36.88373","36.09121","",
"Guam","GUM","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.68462","14.67636","14.67606","14.62671","14.58564","14.53411","14.45948","14.4051","14.33235","14.19645","14.13345","14.07591","14.02742","13.8665","13.70006","13.7205","13.7125","13.66176","13.69793","13.61926","13.6047","13.55541","13.51175","13.44664","13.38101","13.33891","13.2748","13.25689","13.18445","13.03008","12.97024","",
"Guyana","GUY","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.49791","40.38054","40.13096","39.80575","39.52368","39.06496","38.56422","38.41922","38.11303","38.17038","38.01426","37.95303","38.11866","38.1386","38.45322","38.09021","37.64273","37.46687","37.18093","36.85008","36.3761","35.81956","35.31831","34.98191","34.79572","34.53176","34.45628","34.4647","34.49335","32.88617","31.43151","",
"High income","HIC","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.336120025999","17.333879653589","17.2028692642316","17.0807769803355","16.9551002627677","16.7375043029458","16.6623447493982","16.4077063739934","16.1680965040221","15.8944950952547","15.7342417402586","15.4136534201295","15.3958625991774","15.2472925256837","15.0245826684113","14.7094330245508","14.4224999940316","14.1348142624864","14.1039232637665","13.9875882538635","13.7419160604101","13.6167984685924","13.404944532796","13.2678128631108","13.0108113060188","12.8120698946773","12.6327946535419","12.4778219839817","12.3948581924017","12.5530328293151","12.23654552638","",
"Hong Kong SAR, China","HKG","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5485","11.46618","11.37103","10.85353","10.80514","10.79623","10.31736","10.35201","10.84122","10.51696","11.91858","12.86975","12.65947","12.48474","12.2284","12.21184","11.29767","11.16857","11.18929","9.927455","10.12022","10.21579","10.13439","9.127275","8.95577","8.70299","8.730732","8.536058","8.67348","8.690707","8.585281","",
"Honduras","HND","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.96433","53.00759","52.93211","53.0387","52.93241","52.96579","52.85798","52.77773","53.02425","52.91822","52.91846","52.86264","52.70513","52.45013","52.14139","51.89065","50.67503","50.45339","52.55728","55.33385","52.7895","56.80861","55.50936","50.33025","51.42122","48.25002","52.38686","51.44371","50.17938","50.56174","49.92509","",
"Heavily indebted poor countries (HIPC)","HPC","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1860690461929","85.3129655045529","85.3878237073346","85.4865889823957","85.4586889555781","85.2823340654204","85.2250261375887","85.1362160204831","85.0385418676173","84.9798851462753","84.7533158472124","84.7823043957039","84.7727524067133","84.576572102271","84.4851849030381","84.1894327177526","83.8036245679108","83.4030882060572","83.1298833753721","82.7509760229826","82.249944443446","81.7786419148563","81.4722060483667","81.0756346712502","80.7834255605796","80.6047698000117","80.3003065676776","79.8767713628491","79.466696936337","80.6553699267421","80.0845096106579","",
"Croatia","HRV","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.63188","27.64946","28.59428","29.01919","29.14443","28.55969","25.92329","24.65748","24.84109","23.8635","24.25315","24.10792","24.43619","24.11955","24.89437","22.98","20.78133","20.87478","20.85619","21.83712","21.78279","19.74771","18.07759","15.61566","15.66997","13.9079","12.36967","12.07475","12.34844","12.41665","12.83634","",
"Haiti","HTI","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3487","76.58047","76.66042","76.99989","76.51659","76.17221","76.2547","76.02475","75.98182","76.08554","76.05501","75.92957","75.66239","75.62019","75.32095","75.30186","74.94357","74.85078","74.42563","75.2807","74.39916","74.58733","74.41427","74.19576","74.02768","74.04955","74.05634","74.03941","73.91171","77.2626","76.81334","",
"Hungary","HUN","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.54944","20.53526","18.11008","17.89363","17.80531","17.84261","17.47333","16.02167","15.70247","15.22655","14.63812","13.78185","13.31579","14.43803","13.69366","12.71465","12.46618","12.21057","12.61883","12.31679","12.14408","11.73421","11.27582","10.94818","10.84939","10.73903","10.33502","10.41654","10.82788","12.04426","12.4582","",
"IBRD only","IBD","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.8653680871745","62.0505015923642","62.150457923594","62.1890621282233","62.187919572049","62.0068078641178","61.8900987827356","61.9425668057677","62.0841334533104","61.8504942050711","61.3523748925656","61.0419855470349","60.7132763310088","59.9677364185042","59.2322134292841","58.447135125022","57.5978476182377","56.9254962253658","56.4750877404345","55.7253598305055","54.6928230834417","53.5389611157533","52.6992515674682","51.8250294722728","50.9218904067181","50.1564170291101","49.778148170043","49.0865723995464","48.7812528488804","48.7938754759629","48.4553641546292","",
"IDA & IBRD total","IBT","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.459498880394","64.6529402282599","64.7786317659878","64.8514210081015","64.8830905722735","64.7334423277407","64.5995020826021","64.6804043358718","64.790618410312","64.5947685220016","64.1809147293546","63.8542620719517","63.602947339065","63.0263417836218","62.4240708383067","61.7469988325412","61.0217642550757","60.4684259308569","60.0969168080155","59.4625605557221","58.5906628922476","57.5980978813361","56.9091558065756","56.2058167608817","55.5170993521179","54.9651792491293","54.651072085991","54.0972603726271","53.8032799201242","54.2245810627583","53.6155910553689","",
"IDA total","IDA","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1731468437694","77.294627193822","77.3727729437711","77.4298956207666","77.477248405275","77.3170810707121","76.9869457250311","77.0677474385554","76.9357975521124","76.8105087602729","76.5668771910306","75.9568871874472","75.8536001489945","75.8367299726809","75.6257685178959","75.277713545164","74.9631817811336","74.7442008349004","74.4637745902452","74.0748761606522","73.6581763831673","73.1712723900753","72.8385535616916","72.4976204417329","72.2797698324783","72.143584307234","71.6511262023983","71.2189557041605","70.8204018612749","71.7906983864953","71.2245133941753","",
"IDA blend","IDB","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.6684448434763","72.6701522816315","72.8023237652176","72.8358454054191","72.8796303725437","72.7886248231697","71.8080667687885","72.1997107329982","72.1296578442629","71.9051695899045","71.7408447846114","70.0398715833825","69.9899565457706","70.5910298612062","70.4873486195931","70.1133368256847","70.0444671091469","70.4920445617988","70.3170440915296","70.1377639777161","69.722449633394","69.0956228299154","68.4069117324945","68.1754485940829","68.106135068546","68.2469306537901","67.3147844912108","66.3274931370847","65.8233125883047","66.828039262733","66.0964927836939","",
"Indonesia","IDN","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.57988","67.46065","67.26303","67.05513","66.5173","65.78782","64.54821","67.14427","66.9167","67.1652","64.0435","63.85777","65.47499","64.10416","61.8042","61.25863","61.55463","61.43148","61.27441","60.20555","57.48392","54.84697","53.65371","53.29792","51.00428","51.12628","51.19096","51.90482","51.74558","52.91293","52.59711","",
"IDA only","IDX","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.1489481965419","79.3255001359084","79.3662306120695","79.4297984796817","79.4688863363301","79.2946899665762","79.2743657198063","79.2168277224235","79.0716190144236","79.0141279474824","78.7530972574518","78.6485014833403","78.5281958374071","78.2346014045154","77.969923158714","77.6323407975941","77.221471844226","76.7044414936661","76.389016602237","75.9113399017932","75.4972469383201","75.0494097044626","74.84223984782","74.4580132444166","74.1753326536845","73.9040099591605","73.5898779531331","73.3933854716988","73.0413565334869","73.9937489650332","73.6941887306204","",
"Isle of Man","IMN","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.08047","85.10345","85.11974","85.1173","85.08524","85.02083","84.95428","84.88918","84.78979","84.69649","84.64299","84.6058","84.56231","84.4846","84.37032","84.17574","83.95744","83.75459","83.56089","83.32291","82.0291","80.68233","79.87249","79.02728","78.12598","77.14079","77.26458","76.54211","75.45429","76.19951","76.12","",
"Not classified","INX","Self-employed, total (% of total employment) (modeled ILO estimate)","SL.EMP.SELF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
